Class of,College,IPED,Admission Decision,GPA,SAT Single,SAT Super,SAT CR,SAT M,__ SAT W,ACT,Sub Test 1,Sub Test 2,Major,AP/IB/Coll,Honors,App Deadline,Home State,HS Level,Merit Scholarship,URM
2016,Clemson University,217882,Waitlisted,3.34,,,,,,,,,Engineering ,2,,,NC,PrivA,,
2015,Clemson University,217882,Accepted  ,4,,,,,,,630,620,Engineering - Biomedical,22,20,,CA,PubA,,
2016,Clemson University,217882,Accepted  ,2.78,,2050,710,700,640,,,,Computer Science ,3,6,,MA, PubR,,checked
2019,Clemson University,217882,Waitlisted,3.95,1270,1270,630,640,,,,,Undecided,,,,CA, PubR,,
2019,Clemson University,217882,Waitlisted,3.81,1290,1290,620,670,,,,,Business - Undecided,8,16,EA  ,NC, PubR,,
2018,Clemson University,217882,Not Accepted,3.16,,1170,610,560,,,,,Health Science,8,6,,CA, PubR,,
2016,Clemson University,217882,Accepted  ,3.1,,2060,680,660,720,,,,Business   ,2,8,EA  ,MA, PubR,,
2018,Clemson University,217882,Accepted  ,3.58,,,,,,28,,,Nursing,10,20,,CA,PrivR,,
2018,Clemson University,217882,Accepted  ,3.9,,,,,,26,,,Biology  ,6,6,,NY, PubR,,
2019,Clemson University,217882,Accepted  ,3.78,,,,,,30,,,Business - Management ,8,14,,NJ,PubA,,
2019,Clemson University,217882,Not Accepted,3.25,1380,1380,680,700,,32,,,Business   ,10,8,,TX, PubR,,
2016,Clemson University,217882,Accepted  ,4,,,,,,32,770,710,Engineering - Biomedical,22,8,,CA, PubR,,
2015,Clemson University,217882,Not Accepted,3.17,1750,,580,610,630,,,,Undecided,8,2,,MA,PrivR,,
2015,Clemson University,217882,Accepted  ,3.41,,,,,,29,,,English  ,29,14,,TX, PubR,,
2018,Clemson University,217882,Accepted  ,4,,1460,750,710,,,,,Architecture,14,10,,TX, PubR,,
2019,Clemson University,217882,Accepted  ,3.67,,,,,,31,,,Undecided,10,10,EA  ,MD,PubA,,
2017,Clemson University,217882,Not Accepted,3.9,,,,,,,,,Undecided,18,4,,TX,PrivR,,
2018,Clemson University,217882,Accepted  ,3.87,,1370,690,680,,,,,Undecided,14,22,,TX, PubR,,
2016,Clemson University,217882,Accepted  ,4,,,,,,,,,Kinesiology - Exercise Science,,,EA  ,NC,PrivA,"$40,000 ",
2017,Clemson University,217882,Waitlisted,3.8,,,,,,,,,Health Science - Nutrition,,,EA  ,MI,PrivA,,
2015,Clemson University,217882,Not Accepted,3.33,1690,1700,520,580,600,,570,530,Communication,4,0,,CA, PubR,"$40,000 ",
2018,Clemson University,217882,Accepted  ,3.16,,1280,610,670,,,,,Environmental Science  ,10,10,,D.C., PubR,,
2019,Clemson University,217882,Accepted  ,3.72,,,,,,31,,,Journalism,6,0,,CA, PubR,,
2019,Clemson University,217882,Accepted  ,3.65,1430,1430,720,710,,35,,,Engineering - General Studies,12,15,EA  ,NC, PubR,,checked
2016,Clemson University,217882,Not Accepted,3.1,,,,,,,,,,,,,CA,PrivA,,
2018,Clemson University,217882,Accepted  ,3.3,,,,,,34,,,Undecided - Liberal Arts & Sciences,1,3,EA  ,CT,PrivR,,
2019,Clemson University,217882,Accepted  ,3.9,,,,,,,790,,Math ,16,20,,VA, PubR,,
2015,Clemson University,217882,Not Accepted,3.67,,,,,,,,,Undecided,,4,,CA,PrivR,,
2015,Clemson University,217882,Not Accepted,2.89,1530,1530,520,540,470,,,,Undecided,2,,,CT,PrivR,,
2018,Clemson University,217882,Accepted  ,4,,1540,750,790,580,35,800,680,Engineering ,16,11,,SC,PubA,"$50,000 ",
2018,Clemson University,217882,Accepted  ,3.5,,1370,680,690,,,,,Business   ,6,8,EA  ,NJ, PubR,,
2015,Clemson University,217882,Not Accepted,3.12,1800,1800,600,580,620,,,,Political Science,8,,,TX, PubR,,
2016,Clemson University,217882,Not Accepted,3.06,,,,,,,,,Biology - Animal & Vet Science,,,,CA, PubR,,
2019,Clemson University,217882,Accepted  ,3.79,,,,,,30,,,Psychology,6,18,,NJ, PubR,,
2019,Clemson University,217882,Waitlisted,3.4,,,,,,27,,,Biochemistry   ,10,19,,MA,PubA,,
2017,Clemson University,217882,Not Accepted,3.48,,,,,,,,,,5,2,,CA, PubR,"$40,000 ",
2017,Clemson University,217882,Not Accepted,3.56,,,,,,,,,Nursing,6,12,EA  ,NC,PubA,,
2017,Clemson University,217882,Accepted  ,3.97,,,,,,,,,Business   ,12,18,,CA, PubR,,
2016,Clemson University,217882,Accepted  ,3.82,,1960,630,650,680,,670,640,Journalism - Media Studies,2,1,EA  ,NY, PubR,,
2018,Clemson University,217882,Accepted  ,3.85,,1480,700,780,,,,,Pre - Engineering,4,8,,NJ, PubR,"$30,000 ",
2020,Clemson University,217882,Accepted  ,3.81,1350,1350,690,660,,,,,Business  ,7,4,,CA,PubA,,
2020,Clemson University,217882,Accepted  ,3.82,1380,1420,690,730,,,,,Biology ,8,16,,NJ,PrivR,"$30,000 ",
2020,Clemson University,217882,Accepted  ,3.9,,1270,630,640,,,,,Business  ,8,16,EA  ,FL, PubR,,
2020,Clemson University,217882,Accepted  ,3.36,1160,1160,610,550,,,,,Communication,6,2,,CA, PubR,,
2020,Clemson University,217882,Withdrawn,3.7,,1420,680,740,,,,,Undecided,8,18,EA  ,NJ, PubR,,
2020,Clemson University,217882,Accepted  ,3.9,,,,,,33,,,Nursing,20,18,,OH,PubA,,
2020,Clemson University,217882,Waitlisted,3.33,,,,,,26,,,Undecided,4,8,,MA, PubR,,
2020,Clemson University,217882,Accepted  ,3.88,,1390,690,730,,,,,Business  ,6,8,EA  ,VA, PubR,,
2020,Clemson University,217882,Accepted  ,3.75,,,,,,33,,,Biology - Marine,8,30,,NJ, PubR,"$30,000 ",
2020,Clemson University,217882,Accepted  ,3.25,,,,,,30,,,Sports Management,13,14,,CA, PubR,"$22,000 ",
2020,Clemson University,217882,Accepted  ,3.47,,1350,660,690,,,,,Business  ,10,,EA  ,TX, PubR,,
2020,Clemson University,217882,Not Accepted,3.36,1300,1300,630,670,,,,,Business  ,2,20,,TX,PrivR,,
2020,Clemson University,217882,Accepted  ,3.36,,,,,,33,,,Psychology ,4,6,,NJ, PubR,,
2020,Clemson University,217882,Accepted  ,,1490,1490,700,790,,,780,,Biology ,16,20,,CA, PubR,,checked
2020,Clemson University,217882,Not Accepted,2.5,,,,,,31,,,Business - Economics,,,EA  ,TX,PrivR,,
2020,Clemson University,217882,Accepted  ,3.94,,,,,,32,,,Engineering - Civil,10,4,,MI,PubA,,
2020,Clemson University,217882,Withdrawn,3.48,,,,,,28,,,Business - Marketing,6,22,,NJ, PubR,,
2020,Clemson University,217882,Waitlisted then accepted,3.67,1310,1310,660,650,,,,,Business  ,10,10,,TX, PubR,,
2020,Clemson University,217882,Waitlisted then accepted,3.4,,,,,,29,,,Political Science,4,18,EA  ,NC,PubA,,
2020,Clemson University,217882,Withdrawn,2.83,,,,,,22,,,Interior Design,8,0,,TX,PrivR,,
2020,Clemson University,217882,Deferred  ,3.88,,,,,,25,,,Biology ,9,14,EA  ,NC,PubA,,
2020,Clemson University,217882,Waitlisted then accepted,3.6,,,,,,24,,,Psychology ,2,8,,VA,PrivA,,
2020,Clemson University,217882,Accepted  ,3.3,,,,,,32,,,Biology ,4,2,EA  ,CT,PrivR,,
2020,Clemson University,217882,Not Accepted,3.91,1220,1230,650,580,,,,,Education - Early ,0,15,EA  ,NC,PubA,,
2020,Clemson University,217882,Waitlisted then accepted,4,1400,1400,690,710,,30,,,Business - Undecided,8,12,EA  ,CT,PubA,,
2020,Clemson University,217882,__ Not reported,3.67,1210,1230,610,620,,23,,,Education - Early ,8,13,EA  ,NC, PubR,,
2020,Clemson University,217882,Waitlisted,3.5,1240,1240,630,610,,,,,Business  ,15,4,,TX,PrivR,,checked
2020,Clemson University,217882,Accepted  ,4,,,,,,32,,,Political Science - International Economics,12,20,,CT, PubR,,
2020,Clemson University,217882,Accepted  ,3.8,1150,1170,610,560,,,,,Psychology ,,,,TX,PrivA,,checked
2020,Clemson University,217882,Accepted  ,3.81,,,,,,30,,,,8,10,,TN,PrivR,,
2020,Clemson University,217882,Accepted  ,3.67,,1400,700,700,,,770,710,Engineering ,6,6,,CA,PrivR,,
2020,Clemson University,217882,Accepted  ,3.67,,,,,,30,,,Art - Graphic Design,8,2,,TX,PrivR,,checked
2020,Clemson University,217882,Waitlisted,3.37,,,,,,25,,,Nursing,4,8,,TN,PrivR,,checked
2020,Clemson University,217882,Waitlisted,3.6,1060,1080,550,530,,27,,,Business  ,4,2,,CA,PrivA,,
2020,Clemson University,217882,Accepted  ,3.58,,,,,,30,,,Biology ,5,4,EA  ,NC,PrivR,,checked
2020,Clemson University,217882,Accepted  ,3.42,,,,,,32,,,Biology ,15,8,,TX,PrivR,,
2016,Coastal Carolina University,218724,Accepted  ,2.7,,1600,530,530,540,,,,Biology - Marine,2,,,NJ, PubR,,
2018,Coastal Carolina University,218724,Accepted  ,3.96,,1240,630,610,,,,,,,,,,,,
2019,Coastal Carolina University,218724,Accepted  ,2.74,,,510,470,,16,,,Business - Entrepreneurship,0,2,,NJ,PrivA,,
2018,Coastal Carolina University,218724,Accepted  ,2.6,,,,,,27,,,Communication,2,3,,IL,PubA,,
2018,Coastal Carolina University,218724,Accepted  ,2.95,,1220,630,590,,,,,Business   ,6,8,,VA, PubR,,
2019,Coastal Carolina University,218724,Accepted  ,2.75,,,,,,22,,,Business   ,4,6,EA  ,NJ, PubR,,
2016,Coastal Carolina University,218724,Accepted  ,2.88,,,,,,,,,,,,,CT, PubR,,
2020,Coastal Carolina University,218724,Accepted  ,2.5,,,,,,22,,,Undecided,0,2,,NJ, PubR,,checked
2020,Coastal Carolina University,218724,Accepted  ,2.9,,1110,,,,,,,Undecided - Business,0,4,,NJ, PubR,,
2020,Coastal Carolina University,218724,Accepted  ,2.7,,,,,,19,,,Undecided,4,8,EA  ,NJ, PubR,,
2020,Coastal Carolina University,218724,Accepted  ,3.95,1210,1230,630,600,,,,,Biology - Marine,12,10,,CA, PubR,,checked
2020,Coastal Carolina University,218724,Accepted  ,3.79,1160,1210,630,580,,,,,Biology - Marine,3,,EA  ,TX,PubA,,
2016,Colby College,161086,Not Accepted,3.36,,1920,640,690,590,,,,,6,24,,MA,PubA,,checked
2017,Colby College,161086,Accepted  ,3.28,,2320,750,800,770,,780,720,English - Creative Writing ,8,30,,NJ, PubR,,
2018,Colby College,161086,Waitlisted,3.8,,,,,,32,610,590,Psychology,6,10,,MA, PubR,,
2018,Colby College,161086,Accepted  ,3.94,,,,,,33,,,Environmental Science  ,,,,CA,PrivR,,
2017,Colby College,161086,Accepted  ,4,,1500,710,790,,,790,700,,33,4,,WA, PubR,,
2016,Colby College,161086,Not Accepted,3.6,,,,,,,750,700,Biology  ,8,34,,MA, PubR,,
2018,Colby College,161086,Accepted  ,3.64,,,700,790,,,790,710,Economics ,8,31,,MA, PubR,,
2019,Colby College,161086,Not Accepted,3.9,,,,,,29,,,Political Science,22,6,,FL, PubR,,checked
2016,Colby College,161086,Accepted  ,4,,,,,,,800,700,,10,16,,WA, PubR,,
2016,Colby College,161086,Accepted  ,3.78,,,,,,,,,Political Science,10,2,,CA, PubR,,
2015,Colby College,161086,Accepted  ,3.65,2010,2040,700,690,650,,740,710,Biology  ,12,28,,MA, PubR,,
2015,Colby College,161086,Accepted  ,3.96,,,,,,,680,650,,14,9,,WA,PubA,,
2016,Colby College,161086,Accepted  ,3.81,,,,,,,,,,8,6,,CA,PubA,,
2016,Colby College,161086,Accepted  ,4,,2240,770,680,790,,690,670,Environmental Science  ,16,22,,MA,PubA,,
2016,Colby College,161086,Accepted  ,4,,2180,730,680,770,,,,Science - Technology,12,32,,MA,PubA,,
2019,Colby College,161086,Accepted  ,3.48,,,,,,34,,,Undecided - STEM,10,15,,CT,PubA,,
2015,Colby College,161086,Waitlisted then accepted,3.5,2000,2010,620,710,680,,730,650,,2,6,,, PubR,,
2018,Colby College,161086,Not Accepted,3.18,,1450,770,680,,,,,Undecided,14,28,,TX,PrivR,,
2016,Colby College,161086,Not Accepted,3.4,,2150,740,700,710,,770,760,,6,27,ED ,MA, PubR,,
2015,Colby College,161086,Accepted  ,4,,,,,,,750,780,,26,8,,,PrivR,,
2015,Colby College,161086,Accepted  ,3.87,1780,1840,560,650,640,,710,580,Undecided,12,8,,WA,PubA,,
2015,Colby College,161086,Accepted  ,3.82,2220,2280,760,770,750,,800,800,Biochemistry   ,8,28,,MA, PubR,,
2015,Colby College,161086,Accepted  ,3.57,2200,1450,730,800,700,,800,720,Math ,6,35,,MA, PubR,,
2015,Colby College,161086,Waitlisted,3.08,1860,1890,690,660,540,,800,790,History,8,28,,MA, PubR,,
2019,Colby College,161086,Not Accepted,2.8,1450,1450,720,730,,,,,History,8,24,,MA, PubR,,
2019,Colby College,161086,Accepted  ,3.81,,,,,,,,,Biology  ,2,28,ED ,MA, PubR,,
2020,Colby College,161086,Not Accepted,3.8,,,,,,,,,Environmental Science  ,,5,,MA,PrivR,,
2020,Colby College,161086,Not Accepted,3.7,,,,,,33,,,,0,16,,CA,PubA,,
2020,Colby College,161086,Accepted  ,3.2,,,,,,33,,,Undecided,10,8,ED ,CT,PrivR,,
2020,Colby College,161086,Accepted  ,3.8,,1460,720,740,,,,,Economics ,4,14,,ME,PrivA,,
2020,Colby College,161086,__ Not reported,4,,1490,720,770,,,780,710,Biology ,12,14,,MA, PubR,,
2020,Colby College,161086,Accepted  ,3.84,,,,,,35,800,760,Chemistry,16,16,,MA, PubR,,
2020,Colby College,161086,Accepted  ,3.4,1400,,700,700,,,,,Environmental Science  ,12,6,ED II,MA,PrivA,,
2015,Colby-Sawyer College,182634,Accepted  ,3,1500,,480,530,490,,,,Biology  ,0,2,,MA, PubR,,
2016,Colby-Sawyer College,182634,Accepted  ,3.2,,,,,,,,,Environmental Science  ,,,EA  ,NY,PrivA,,
2016,Colby-Sawyer College,182634,Accepted  ,2.83,,,,,,,,,Business - Administration ,,,,NJ, PubR,,
2015,Colgate University,190099,Not Accepted,3.09,1960,1960,610,700,650,,710,580,,2,8,,, PubR,,
2017,Colgate University,190099,Accepted  ,4,,2300,700,800,800,,800,740,Political Science,14,28,,NJ, PubR,,
2018,Colgate University,190099,Not Accepted,3.59,,1380,670,710,,,,,Undecided,10,13,,CA, PubR,,
2015,Colgate University,190099,Not Accepted,3.5,2000,2010,620,710,680,,730,650,,2,6,,, PubR,,
2019,Colgate University,190099,Accepted  ,4,1500,1500,750,750,,,690,,Undecided,18,4,,WA, PubR,,
2018,Colgate University,190099,Accepted  ,3.8,,,,,,33,730,650,Pre - Med,4,5,EA  ,CT, PubR,,
2018,Colgate University,190099,Accepted  ,3.46,,1360,660,700,,29,,,Business   ,20,6,ED ,VA, PubR,,
2019,Colgate University,190099,Not Accepted,2.79,1400,1400,700,700,,,,,Undecided,8,0,,CA, PubR,,
2016,Colgate University,190099,Accepted  ,3.7,,,,,,,740,710,Psychology,8,,,VA,PrivR,,
2019,Colgate University,190099,Accepted  ,3.27,,,,,,30,,,Environmental Science  ,9,6,ED ,MA,PrivR,,
2016,Colgate University,190099,Not Accepted,3.78,,,,,,,,,Religious Studies,10,2,,CA, PubR,,
2019,Colgate University,190099,Not Accepted,3.69,,,670,620,,,,,International Studies,12,14,,NY,PrivA,,
2015,Colgate University,190099,Waitlisted,3.65,,,,,,,670,720,,12,4,,CA, PubR,,
2017,Colgate University,190099,Not Accepted,3.28,,2320,750,800,770,,780,720,English - Creative Writing ,8,30,,NJ, PubR,,
2015,Colgate University,190099,Accepted  ,3.96,,,,,,,680,650,,14,9,,WA,PubA,,
2018,Colgate University,190099,Accepted  ,4,,,,,,32,,,Environmental Science  ,10,16,,WA, PubR,,
2018,Colgate University,190099,Accepted  ,3.8,,,760,740,,,800,710,History,9,,,NY, PubR,,
2015,Colgate University,190099,Accepted  ,4,2200,2200,710,740,750,,770,740,Economics ,6,12,,, PubR,,
2018,Colgate University,190099,Accepted  ,3.9,,1520,720,800,,35,720,700,Math ,18,12,,NY, PubR,,
2015,Colgate University,190099,Accepted  ,3.86,2180,2190,,,,,740,720,,12,4,,CA, PubR,,
2015,Colgate University,190099,Not Accepted,3.52,1800,1800,550,670,580,,,,,0,26,,, PubR,,
2017,Colgate University,190099,Accepted  ,3.94,,1290,670,620,,,,,,12,8,,WA, PubR,,
2018,Colgate University,190099,Accepted  ,3.87,,,,,,35,,,English  ,7,6,,NJ,PrivR,,
2016,Colgate University,190099,Accepted  ,4,,1970,600,690,680,,720,620,Math ,20,22,,NJ,PubA,,checked
2019,Colgate University,190099,Accepted  ,4,,,,,,36,790,,Economics ,16,,,NJ, PubR,,
2018,Colgate University,190099,Not Accepted,3.64,,,,,,34,750,730,Undecided,18,2,,NY, PubR,,
2019,Colgate University,190099,Accepted  ,4,1470,1470,750,720,,,800,,International Studies,12,10,,NJ,PrivA,,checked
2017,Colgate University,190099,Not Accepted,3.7,,1100,580,520,,,,,Undecided,,,,MA, PubR,,
2017,Colgate University,190099,Accepted  ,4,,,,,,,,,Undecided,,,,CT, PubR,,
2016,Colgate University,190099,Accepted  ,3.8,,,,,,,,,,8,7,,NY, PubR,,
2018,Colgate University,190099,Waitlisted,3.71,,,,,,33,,,English  ,11,4,,CA, PubR,,
2019,Colgate University,190099,Waitlisted then not accepted,3.85,,,,,,29,,,English  ,8,,,CT,PrivA,,
2017,Colgate University,190099,Waitlisted,3.58,,,,,,,,,,12,14,,WA, PubR,,
2016,Colgate University,190099,Waitlisted,3.58,,2170,680,800,690,,750,720,Biology  ,8,14,,NJ, PubR,,
2020,Colgate University,190099,Accepted  ,4,,,,,,32,,,Government - Peace Studies,12,20,,CT, PubR,,
2020,Colgate University,190099,Accepted  ,3.84,,,,,,35,800,760,Chemistry,16,16,,MA, PubR,,
2020,Colgate University,190099,Accepted  ,3.5,,1420,660,780,,,,,Economics ,10,20,ED ,CT, PubR,,
2020,Colgate University,190099,Accepted  ,3.7,,,,,,33,,,Political Science,12,,,NJ,PrivR,,checked
2016,College of Charleston,217819,Accepted  ,2.85,,1760,570,570,620,,,,Business   ,12,8,EA  ,CA,PrivR,,
2016,College of Charleston,217819,Accepted  ,3.97,,1840,570,640,630,,710,,,8,3,EA  ,CA, PubR,,checked
2016,College of Charleston,217819,Accepted  ,2.88,,,,,,,,,,,,EA  ,CT, PubR,,
2019,College of Charleston,217819,Accepted  ,3.66,,,,,,31,,,Education ,4,8,EA  ,NJ, PubR,"$58,000 ",
2019,College of Charleston,217819,Accepted  ,3.74,,,,,,29,,,English  ,20,16,,CA, PubR,,
2017,College of Charleston,217819,Accepted  ,3.4,,,,,,,,,Business   ,12,2,,CA,PrivA,,
2019,College of Charleston,217819,Accepted  ,3.4,,,,,,27,,,,10,19,EA  ,MA,PubA,"$40,000 ",
2019,College of Charleston,217819,Accepted  ,4,1500,1500,750,750,,,690,,Undecided,18,4,EA  ,WA, PubR,"$78,000 ",
2018,College of Charleston,217819,Accepted  ,3.4,,1320,690,630,,,,,Undecided - Liberal Arts & Sciences,0,1,EA  ,CT, PubR,,
2019,College of Charleston,217819,Accepted  ,2.69,,,,,,21,,,Undecided,0,0,,NY,PrivA,,
2016,College of Charleston,217819,Accepted  ,2.8,,1670,,,,,,,Undecided,,,,CT, PubR,,
2019,College of Charleston,217819,Accepted  ,3.08,1270,1330,690,640,,27,,,Business   ,0,10,EA  ,CA,PrivA,,
2016,College of Charleston,217819,Accepted  ,2.76,,,,,,,,,Biology - Marine,2,,,CA, PubR,,
2017,College of Charleston,217819,Accepted  ,3.46,,1280,630,650,,,,,Health Science,,,,CT, PubR,,
2018,College of Charleston,217819,Accepted  ,3.9,,1250,680,570,,,,,Undecided - Liberal Arts & Sciences,10,,,CA, PubR,,
2019,College of Charleston,217819,Accepted  ,3,,,,,,33,,,Undecided,2,0,EA  ,CT, PubR,,
2015,College of Charleston,217819,Accepted  ,2.75,,,,,,,,,Undecided,16,6,,, PubR,,
2017,College of Charleston,217819,Accepted  ,2.9,,,,,,,,,Business - Administration ,8,2,,CA, PubR,,
2018,College of Charleston,217819,Accepted  ,3,,1230,630,600,,,,,Undecided,0,4,EA  ,CT, PubR,,
2017,College of Charleston,217819,Accepted  ,3.7,,1440,720,720,,,,,Business   ,14,10,,CA, PubR,,
2018,College of Charleston,217819,Accepted  ,3,,1050,570,480,,,,,Psychology,2,1,EA  ,CT, PubR,,
2018,College of Charleston,217819,Accepted  ,3.3,,,,,,34,,,Undecided - Liberal Arts & Sciences,1,3,EA  ,CT,PrivR,,
2019,College of Charleston,217819,Accepted  ,3,1130,,560,570,,,,,Undecided,0,0,EA  ,CT,PubA,,
2016,College of Charleston,217819,Accepted  ,3.43,,,,,,,,,,6,2,EA  ,CA,PrivA,,
2015,College of Charleston,217819,Accepted  ,3.9,1810,1810,560,660,590,,,,Psychology,8,32,,NC, PubR,,
2017,College of Charleston,217819,Accepted  ,3.92,,,,,,,,,Biology  ,28,8,,CA, PubR,,
2016,College of Charleston,217819,Accepted  ,3.5,,1740,580,600,560,,,,,8,,EA  ,CA,PrivA,,
2017,College of Charleston,217819,Accepted  ,3.85,,,,,,,,,Undecided,5,8,EA  ,CA,PubA,,
2019,College of Charleston,217819,Accepted  ,4,1310,1310,620,690,,,,,Biology - Marine,12,12,EA  ,WA,PrivR,"$40,000 ",
2018,College of Charleston,217819,Accepted  ,3.77,,,,,,27,,,Political Science,2,0,EA  ,WA, PubR,,
2019,College of Charleston,217819,Accepted  ,3.73,,1150,530,620,,28,,,Business - Administration ,6,0,,CA, PubR,,checked
2017,College of Charleston,217819,Accepted  ,3.5,,,,,,,,,Communication,16,4,,CA, PubR,,
2018,College of Charleston,217819,Accepted  ,3.23,,,,,,22,,,Undecided,0,0,EA  ,CA,PrivR,,
2018,College of Charleston,217819,Accepted  ,3.8,,,,,,33,730,650,Pre - Med,4,5,EA  ,CT, PubR,,
2018,College of Charleston,217819,Accepted  ,3.3,,,,,,24,,,Undecided - Liberal Arts & Sciences,1,1,EA  ,CT, PubR,,
2016,College of Charleston,217819,Accepted  ,3.33,,,,,,,,,Psychology,4,,EA  ,NJ,PrivR,,
2017,College of Charleston,217819,Accepted  ,3.63,,,500,590,,,,,Business   ,10,4,,CA,PubA,,
2018,College of Charleston,217819,Accepted  ,3.4,,1250,660,590,,,,,Undecided,2,4,EA  ,CT, PubR,,
2018,College of Charleston,217819,Accepted  ,3.16,,1280,610,670,,,,,Environmental Science  ,10,10,,D.C., PubR,,
2018,College of Charleston,217819,Accepted  ,3.47,,1170,590,580,,,,,English  ,2,4,EA  ,CT, PubR,,
2018,College of Charleston,217819,Accepted  ,4,,,,,,28,,,Sociology,4,2,EA  ,SC,PubA,"$16,000 ",
2016,College of Charleston,217819,Accepted  ,3.86,,,,,,32,750,750,Biology  ,12,16,EA  ,CA,PrivR,,
2018,College of Charleston,217819,Accepted  ,3,,1000,540,460,,,,,Undecided - Liberal Arts & Sciences,1,0,EA  ,CT, PubR,,
2016,College of Charleston,217819,Accepted  ,3.59,,,,,,,,,Business   ,4,,,CT, PubR,,
2015,College of Charleston,217819,Accepted  ,3.28,1710,1710,560,640,510,,,,Business   ,2,3,,CT, PubR,,
2018,College of Charleston,217819,Accepted  ,3.7,,,,,,31,,,Undecided - Liberal Arts & Sciences,5,7,EA  ,NY, PubR,,
2019,College of Charleston,217819,Accepted  ,2.6,,,,,,30,,,Undecided,1,0,EA  ,CT, PubR,"$50,000 ",
2018,College of Charleston,217819,Accepted  ,4,,1540,750,790,580,35,800,680,Physics,16,11,,SC,PubA,"$80,000 ",
2019,College of Charleston,217819,Accepted  ,2.75,,,,,,22,,,Business - International ,4,6,EA  ,NJ, PubR,,
2018,College of Charleston,217819,Accepted  ,3.7,,1200,630,570,,,,,Education - Early ,2,1,EA  ,CT, PubR,,
2018,College of Charleston,217819,Accepted  ,3.65,,,,,,23,,,Undecided,12,4,,CA, PubR,,
2019,College of Charleston,217819,Accepted  ,3.65,,,,,,28,,,Business   ,16,10,,CA, PubR,,
2019,College of Charleston,217819,Not Accepted,1.8,920,920,470,450,,,,,Undecided,0,0,,CT, PubR,,
2017,College of Charleston,217819,Accepted  ,3.29,,,,,,,,,Psychology,8,15,EA  ,NC, PubR,,
